货物出口到香港包括九龙或澳门寸仓火险责任扩展条款,_FIRE_RISK_EXTENSION_CLAUSEFOR
特拉布宗,_TRAZON
财政资产,_PUBLIC_FINANCEASSETS
拨入专款,_RESTRICTED_APPROPRIATION
品牌扩展,_BRAND_EXTENSIONS
龟甲牡丹,_FISSURATUS
现金折扣,_CASH_DISCOUNTS
渠道冲突,_CHANNEL_CONFLICTS
白阿福花,_ASPHODELUS_ALBUS
传播过程,_COMMUNICATION_PROCESS
酬金奖励,_COMPENSATIONREWARDS
竞争战略,_COMPETITIVE_STRATEGY
东瀛珊瑚,_AUCUBA_JAPONICA
对等贸易,_COUNTERTRADE
寒丁子花,_BOUVARDIA_LONGIFLORA
交叉弹性,_CROSSELASTICITY
布洛华丽,_BROWALLIA_SPECIOSA
衍生需求,_DERIVED_DEMAND
台湾翠柏,_FORMOSANA
私有品牌,_STORE_PRIVATE_LABLES_BRANDS
隆德大学,_LUND_UNIVERSITY
树锦鸡儿,_CARAGANA_ARBORESCENS
移情作用,_EMPATHY
进入战略,_ENTRY_STRATEGIES
波恩大学,_UNIVERSITY_OF_BONN
种族构成,_ETHNIC_COMPOSITION
天天低价,_EVERYDAY_LOWPRICE_EDLP
现有市场,_EXISTING_MARKET
出口商品,_EXPORTING
复旦大学,_FUDAN_UNIVERSITY
山矢车菊,_MONTANA
固定工资,_FIXED_SALARY
邓迪大学,_UNIVERSITY_OF_DUNDEE
福特公司,_FORD
特许系统,_FRANCHISE_SYSTEMS
美国花柏,_LAWSONIANA
对叶景天,_CHIASTOPHYLLUM_OPPOSITIFOLIUM
地理调整,_GEOGRAPHIC_ADJUSTMENTS
南京大学,_NANJING_UNIVERSITY
白雪宝花,_ALBA
抽象基类,_ABSTRACT_BASE_CLASS
皇后大学,_QUEENS_UNIVERSITY
备份设备,_BACKUP_DEVICE
级联删除,_CASCADING_DELETE
延世大学,_YONSEI_UNIVERSITY
复选按钮,_CHECK_BUTTON
列日大学,_UNIVERSITY_OF_LIGE
数据文件,_DATA_FILE
数据绑定,_DATABOUND
庆熙大学,_KYUNG_HEE_UNIVERSITY
狭叶栒子,_ANGUSTUS
蜜花竹芋,_CTENANTHE_OPPENHEIMIANA
四川苏铁,_SZECHUANENSIS
线叶春兰,_SERRATUM
只向前的,_FORWARDONLY
直接基类,_IMMEDIATE_BASE
常交石竹,_PLUMARIUS
内联展开,_INLINE_EXPANSION
无机化学,_INORGANIC_CHEMISTRY
负载平衡,_LOAD_BALANCING
海洋化学,_MARINE_CHEMISTRY
系统理论,_SYSTEMS_THEORY
香龙血树,_FRAGRANS
工程力学,_ENGINEERING_MECHANICS
钢铁冶金,_FERROUS_METALLURGY
白刺金琥,_ALBISPINUS
化学工艺,_CHEMICAL_TECHNOLOGY
矿业工程,_MINERAL_ENGINEERING
发酵工程,_FERMENTATION_ENGINEERING
橙舌飞蓬,_AURANTIACUS
远程请求,_REMOTE_REQUSET
高山刺芹,_ERYNGIUM_ALPINUM
花叶刺桐,_PICTA
无状态的,_STATELESS
临时对象,_TEMPORARY_OBJECT
老年医学,_GERIATRICS
弗州草莓,_VIRGINIANA
白介代花,_NIVALIS
心叶球花,_GLOBULARIA_CORDIFOLIA
旋转度​,_AMOUNT_OF_TURN
重瓣萱草,_KWANSO
杂种萱草,_HEMEROCALLIS_HYBRIDA
黄花扶桑,_CALLERI
左侧退步,_REVERSE_CORTE
共和政体,_REPUBLIC
统计学的,_STATISTICAL
造型舞步,_LINE_FINURE
花叶蕺菜,_VARIEGATA
无偏见的,_OBJECTIVE
财产清查,_PHYSICAL_INVENTORY
军事机构,_MILITARY
价值高的,_COSTLY
序时账簿,_BOOK_OF_CHRONOLOGICAL_ENTRY
经济学的,_ECONMIC
付款凭证,_PAYMENT_VOUCHER
建筑式样,_ARCHITECTURE
测绘学会,_SOCIETY_OF_GEODESY
黄脉血苋,_AUREORETICULATA
日记总账,_COMBINOD_JOURNAL_AND_LEDGER
工作底稿,_WORKING_PAPER
字母系统,_ALPHABET
期间费用,_PERIOD_EXPENSE
非洲莲香,_LACHENALIA_ALOIDES
巧克力糖,_CHOCOLATE
乙酰胆碱,_ACETYLCHOLINE
宽叶月桂,_LATIFOLIA
山莨菪碱,_ANISODAMINE
有价值的,_WORTHY
营业利润,_OPERATING_INCOME
头孢呋辛,_CEFUROXIME
无容置疑,_UNDOUBTEDLY
应计费用,_ACCRUED_EXPENSE
秋雪滴花,_AUTUMNALE
齿叶橐吾,_LIGULARIA_DENTATA
实收资本,_PAIDIN_CAPITAL
短期借款,_SHORTTERM_BORROWING
鹿子百合,_SPECIOSUM_GLORIOSOIDES
琥珀胆碱,_SUCCINYLCHOLINE_SUXAMETHONIUM
后马托品,_HOMATROPINE
自然资源,_NATURAL_RESOURCES
阿司咪唑,_ASTEMIZOLE
利润中心,_PROFIT_CENTER
诺氟沙星,_NORFLOXACIN
无价值的,_WORTHLESS
期货交易,_FUTURES_TRANSACTION
苯巴比妥,_HENOBARBITAL_LUMINAL
磺胺米隆,_SULFAMYLON_MAFENIDE
精算报告,_ACTUARIESREPORT
亚特兰大,_ATLANTA
阿巴斯港,_BANDAR_ABBAS
间接控股,_INDIRECT_HOLDING
小果海棠,_MALUS_MICROMALUS
伯肯黑德,_BIRKENHEAD
售后回租,_SALELEASEBACK
布尔加斯,_BOURGAS
浮动汇率,_FLOATING_RATE
卡利亚里,_CAGLIARI
订量单位,_UNITS_OF_MEASUREMENT
卡塔赫纳,_CARTAGENA
边远地区,_CORNER
完全合并,_FULL_CONSOLIDATION
克努托内,_CROTONE
向上销售,_UPSTREAM_SALE
观赏芭蕉,_MUSA_URANOSCOPUS
债务重整,_DEBT_RESTRUCTURINGS
重置成本,_REPLACEMENT_COST
盖姆利克,_GEMLIK
围裙水仙,_BULBOCODIUM
创立合并,_CONSOLIDATION
直布罗陀,_GIBRALTAR
成本曲线,_COST_CURVE
价格差异,_PRICE_VARIANCE
双仙人杖,_AMBIGUUS
堪萨斯城,_KANSAS_CITY
埃及睡莲,_LOTUS
豪尔费坎,_KHOR_FAKKAN
朗塞斯顿,_LAUNCESTON
利马索尔,_LIMASSOL
成本管理,_COST_MANAGEMENT
马德拉斯,_MADRAS
墨西哥城,_MEXICO_CITY
天堂百合,_PARADISEA_LILIASTRUM
期货市场,_FUTURE_MARKET
摩加迪沙,_MOGADISCIO
独资企业,_SOLE_PROPRIETORSHIP
金融市场,_FINANCIAL_MARKET
银边红桑,_OBOVATA
外汇市场,_FOREIGN_EXCHANGE_MARKET
配比原则,_MATCHING
计量属性,_MEASUREMENT_ATTRIBUTES
会计要素,_ACCOUNTING_ELEMENTS
会计目标,_ACCOUNTING_OBJECTIVE
会计计量,_ACCOUNTING_MEASUREMENT
查墨斯港,_PORT_CHALMERS
会计本质,_NATURE_OF_ACCOUNTING
西班牙港,_PORT_OF_SPAIN
管理会计,_MANAGEMENT_ACCOUNTING
免除借口,_EXCUSE
警察当局,_POLICE
丝毫跟踪,_TRACE
看得见的,_VISUAL
络腮胡子,_BEARD
安慰安慰,_COMFORT
训练训练,_DISCIPLINE
前的在前,_PREVIOUS
以为基础,_BE_BASED_ON
雨水下雨,_RAIN
履历记录,_RECORD
窍门哄骗,_TRICK
野草除草,_WEED
察觉发觉,_DETECT
不再考虑,_DISMISS
图画素描,_DRAWING
给下定义,_DEFINE
印刷印刷,_PRINT
交往伙伴,_ASSOCIATE
决定决心,_DECISION
陈列展览,_DISPLAY
信用贷款,_CREDIT
定义释义,_DEFINITION
讨论谈论,_DISCUSS
街区堵塞,_BLOCK
消除治愈,_CURE
操练钻孔,_DRILL
逸出逃跑,_ESCAPE
巅最高的,_PEAK
继续进行,_PROCEED
短途旅行,_EXCURSION
翻转背面,_REVERSE
重音着重,_STRESS
回转摇摆,_SWING
崇拜崇拜,_WORSHIP
惊险活动,_ADVENTURE
学校场地,_CAMPUS
描写描绘,_DESCRIBE
冒险敢于,_VENTURE
醒来弄醒,_WAKEN
数据成员,_DATA_MEMBER
出产产量,_YIELD
芭蕾舞星,_BALLERINA
民俗学家,_EXPERTONFOLKLORE
形式参数,_PARAMETER
为做广告,_DVERTISE
在的那边,_BEYOND
工作描述,_ACTIVITY_DESCRIPTION
炸弹轰炸,_BOMB
收集收款,_COLLECT
工作说明,_STATEMENT_OF_WORK
欺骗欺诈,_DECEIT
旱灾干旱,_DROUGHT
小红萝卜,_RADISH
尘土灰尘,_DUST
糙米　　,_BROWNRICE
不论真假,_FOR_WHAT_IT_IS_WORTH
摆脱除去,_GET_RID_OF
荸荠罐头,_WATERCHESTNUTS
相配恋爱,_GO_TOGETHER
最好顶好,_HAD_BEST
打薄剪刀,_THINNING
丽叶椒草,_ORNATA
女子做发,_HAIRDO
接到通知,_HAVE_NOTICE_OF
红花菜豆,_PHASEOLUS_COCCINEUS
此时此地,_HERE_AND_NOW
尽力不叫,_HOLD_ONESELF_IN
青春痘用,_SPOT
杂种石楠,_ERASERI
政府市场,_GOVERNMENT_MARKET
美国商陆,_AMERICANA
产业动态,_INDUSTRY_DYNAMICS
信息搜集,_INFORMATION_SEARCH
多毛稠李,_PUBESCENS
日本晚樱,_LANNESIANA
关键变量,_KEY_VARIABLES
房屋出租,_LODGING
宏观风险,_MACRO_RISKS
台湾火棘,_KOIDZUMI
奥兰群岛,_ALAND_ISLANDS
匐枝毛茛,_REPENS
市场排斥,_MARKET_EXCLUSION
市场测量,_MARKET_MEASUREMENT
玻利维亚,_BOLIVIA
市场份额,_MARKET_SHARE
克罗地亚,_CROATIA
厄瓜多尔,_ECUADOR
观赏篦麻,_RICINUS_COMMUNIS
相互信任,_MUTUAL_TRUST
净销售额,_NET_SALES
新产品线,_NEW_PRODUCT_LINES
九月钟花,_ROTHMANNIA_GLOBOSA
马尔代夫,_MALDIVES
广播测试,_ONAIR_TESTING
莫桑比克,_MOZAMBIQUE
组织顾客,_ORGANIZATIONAL_CUSTOMER
尼加拉瓜,_NICARAGUA
日常开支,_OVERHEADS
支出控制,_PAYOFF_CONTROL
感知定位,_PERCEPTUAL_PISITIONING
虎耳兰麻,_ZEYLANICA
绩效标准,_PERFORMANCE_STANDARDS
塞内加尔,_SENEGAL
物理定位,_PHYSICAL_POSITIONING
拥有效用,_POSSESSION_UTILITY
分销权力,_POWER_IN_DISTRIBUTION
清华大学,_TSINGHUA_UNIVERSITY
价格策略,_PRICING_POLICIES
吉林大学,_JILIN_UNIVERSITY
概率抽样,_PROBABILITY_SAMPLING
产品类别,_PRODUCT_CLASS
产品质量,_PRODUCT_QUALITY
河海大学,_HOHAI_UNIVERSITY
一枝银花,_BICOLOR
燕山大学,_YANSHAN_UNIVERSITY
陕甘花楸,_KOEHNEANA
拒绝经营,_REFUSAL_TO_DEAL
资源配置,_RESOURCE_ALLOCATION
奖励系统,_REWARD_SYSTEMS
北京丁香,_SYRINGA_PEKINENSIS
销售人员,_SALES_PERSONNEL
汕头大学,_SHANTOU_UNIVERSITY
样本设计,_SAMPLE_DESIGN
市场细分,_SEGMENTATION
大繐杯花,_TELLIMA_GRANDIFLORA
分享计划,_SHARED_PROGRAMS
信号载体,_SIGNAL_VEHICLECARRIER
束花凤梨,_FASCICULATA
忙碌的人,_BEE
专营商店,_SPECIALITY_STORES
次级因素,_SUBFACTOR
渤海大学,_BOHAI_UNIVERSITY
泼尼松龙,_PREDNISOLONE
协同作用,_SYNERGY
有礼貌的,_POLITE
英国的郡,_COUNTY
紧急情况,_EMERGENCY
时间定价,_TIME_PRICING
黄山学院,_HUANGSHAN_COLLEGE
传统商店,_TRADITIONAL_STORES
喇叭鸢尾,_WATSONIA_DENSIFLORA
头孢曲松,_CEFTRIAXONE
巢湖学院,_CHAOHU_COLLEGE
丙胺太林,_PROPANTHELINE_PROBANTHINE
德州学院,_DEZHOU_INSTITUTE
全体人员,_PERSONNEL
预付货款,_ADVANCED_PAYMENT
物理化学,_PHYSICAL_CHEMISTRY_INCLUDING
美多心安,_METOPROLOL
付款提示,_PRESENTATION_FOR_PAYMENT
实际交货,_PHYSICAL_DELIVERY
部分损失,_PARTIAL_LOSS
打包放款,_PACKING_LOAN
定货定单,_ORDER
藏茴香果,_CARAWAY
自然灾害,_NATURAL_CALAMITY
仰恩大学,_YANGEN_UNIVERSITY
起码运费,_MINIMUM_FREIGHT
有根据的,_VLID
民航运单,_MASTER_AIRWAY_BILL
主要标志,_MAIN_MARK
进进出出,_IN_AND_OUT
装货清单,_LOADING_LIST
爱屋及乌,_LOVE_ME_LOVE_MY_DOG
卸货报告,_LANDING_ACCOUNT
和气生财,_HARMONY_BRINGS_WEALTH
名利双收,_GAIN_IN_BOTH_FAME_AND_WEALTH
保险金额,_INSURED_AMOUNT
共产党史,_HISTORY_OF_THE_COMMUNIST_PARTY
初步价格,_INITIAL_PRICE
骨外科学,_SURGERY_INCLUDING_GENERAL
压制控制,_KEEP_UNDER
开始从事,_TAKE_TO
全套提单,_FILL_SET_BILL_OF_LADINGFULL
财务管理,_CORPORATE_MANAGEMENT_INCLUDING
包括理舱,_FOB_STOWEDFOBS_FOB
融资租赁,_FINANCE_LEASE
码头收据,_DOCK_RECEIPT_DR
大量许多,_LOTS_OF
编程接口,_PPLICATION_ROGRAMMING_NTERFACE
假装装作,_MAKE_AS_IF
基尔大学,_UNIVERSITY_OF_KIEL
电子信息,_EDI_MESSAGE
约克大学,_UNIVERSITY_OF_YORK
承兑交单,_DOCUMENTARY_AGAINST
补偿弥补,_MAKE_UP_FOR
年幼的牛,_CALF_PL_CALVES
使注定要,_MARK_OUT_FOR
充分利用,_MAKE_THE_BEST_OF
继续前进,_MOVE_ON
转让改造,_MAKE_OVER
放下铺设,_LAY_DOWN
时而不时,_NOW_AND_THEN
务必注意,_BE_CAREFUL_TO_DO
加快速度,_SPEED_UP
我们自己,_OURSELVES
海滨地区,_COAST
销售租赁,_CONDITIONAL_SALE_LEASE
舱底交货,_CIF_EX_SHIP_HOLD_CIF
放射性的,_RADIOACTIVE
重量证书,_CERTIFICATE_OF_WEIGHT
交货付款,_CASH_ON_DELIVERY_COD
弄脏变脏,_SIL
拉紧尽力,_STRAIN
托收汇票,_BILL_FOR_COLLECTIONBC
财务报表,_FINANCIAL_STATEMENTS
医院资产,_SAAETS_OF_HOSPITALS
圣多明各,_SANTO_DOMINGO
花叶芦荟,_SAPONARIA
经营收入,_OPERATING_REVENUE
雀儿舌头,_ANDRACHNE_CHINENSIS
杜蒂戈林,_TUTICORIN
营销管理,_MARKETING_MANAGEMENT
长叶花烛,_WAROCQUEANUM
市场细分,_MARKET_SEGMENTATION
事前测试,_BEFORE_TESTS
目录销售,_CATALOGUE_SALES
渠道决策,_CHANNEL_DECISIONS
镰叶天冬,_FALCATUS
补偿性的,_COMPENSATORY
岩生庭荠,_AURINIA_SAXATILIS
紫背天葵,_FIMBRISTIPULATA
红钟百合,_BLANDFORDIA_GRANDIFLORA
顾客保留,_CUSTOMER_RETENTION
锦熟黄杨,_BUXUS_SEMPERVIRENS
衰退市场,_DECLINING_MARKETS
需求特征,_DEMAND_CHARACTERISTICS
纽约大学,_NEW_YORK_UNIVERSITY
直接邮寄,_DIRECT_MAIL
溢价策略,_PREMIUM_PRICE_POLICIES
卡玛百合,_CAMASSIA_LEICHTLINII
放弃产品,_DROPPING_PRODUCTS
节果决明,_NODOSA
退出壁垒,_EXIT_BARRIERS
家族品牌,_FAMILY_BRANDING
联邦快递,_FEDEX_FEDERAL_EXPRESS
香矢车菊,_MOSCHATA
汉堡大学,_UNIVERSITY_OF_HAMBURG
簇生卷耳,_CAESPITOSUM
特许经营,_FRANCHISING
日本花柏,_PISIFERA
地理分布,_GEOGRAPHIC_DISTRIBUTION
高威大学,_NATIONAL_UNIVERSITY_OF_IRELAND
大雪宝花,_GIGANTEA
银边吊兰,_MARGINATA
备份文件,_BACKUP_FILE
羽叶香菊,_CLADANTHUS_ARABICUS
黄醉蝶花,_LUTEA
告诉缓存,_CACHE
级联更新,_CASCADING_UPDATE
中欧大学,_CENTRAL_EUROPEAN_UNIVERSITY
九州大学,_KYUSHU_UNIVERSITY
数据报文,_DATAGRAM
世界经济,_WORLD_ECONOMICS
观赏南瓜,_CUCURBITA_PEPO_OVIFERA
诉讼法学,_SCIENCE_OF_PROCEDURE_LAWS
台湾苏铁,_TAIWANENSIS
彩心建兰,_ENSIFOLIUM
大叶菜蓟,_CYNARA_CARDUNCULUS
扇叶杓兰,_JAPONICUM
眼镜蛇草,_DARLINGTONIA_CALIFORNICA
基础数学,_FUNDAMENTAL_MATHEMATICS
分析化学,_ANALYTICAL_CHEMISTRY
双子苏铁,_DIOON_EDULE
松散耦合,_LOOSE_COUPLING
机械工程,_MECHANICAL_ENGINEERING
嵌套查询,_NESTED_QUERY
电气工程,_ELECTRICAL_ENGINEERING
亮毛蓝蓟,_CANDICANS
生物化工,_BIOCHEMICAL_ENGINEERING
采矿工程,_MINING_ENGINEERING
纺织工程,_TEXTILE_ENGINEERING
解析过程,_RESOLUTION
轮机工程,_MARINE_ENGINE_ENGINEERING
蓝叶刺芹,_DELAROUX
农业工程,_AGRICULTURAL_ENGINEERING
裂叶泽兰,_TRIPARTITUM
静态游标,_STATIC_CURSOR
猫肉黄菊,_FELINA
神经病学,_NEUROLOGY
单参函数,_UNARY_FUNCTION
海南梧桐,_HAINANENSIS
小狮子球,_FRAILEA_SCHILINZKYANA
倒挂金钟,_FUCHSIA_HYBRIDA
体育舞蹈,_SPORTS_DANCING
红吉利花,_RUBRA
在之前​,_PRECEDE
大斑叶兰,_GOODYERA_SCHLECHTENDALIANA
交叉的​,_CROSSED
足部动作,_FOOT_WORK
红丝姜花,_GARDNERIANUM
长筒萱草,_LONGITUBA
花叶扶桑,_COOPERI
跑步趋步,_RUNNIN
弧线三步,_CURVING_THREE_STEP
创造性的,_CREATIVE
一次凭证,_SINGLERECORD_DOCUMENT
呋喃唑酮,_FURAZOLIDONE
多花木蓝,_AMBLYANTHA
分类账簿,_LEDGER
累计凭证,_MULTIPLERECORD_DOCUMENT
地震学会,_SEISMOLOGICAL_SOCIETY
尖叶血苋,_LINDENII
有活力的,_DYNAMIC
甲巯咪唑,_THIAMAZOL_METHIMAZOLE_TAPAZOLE
记账方法,_BOOKKEEPING_METHODS
能应用的,_APPLICABLE
苯妥英钠,_PHENYTOIN_SODIUM_DILANTIN
浙江紫薇,_CHEKIANGENSIS
长筒鸢尾,_LAPEIROUSIA_CRUENTA
销售费用,_SELLING_EXPENSES
柳叶月桂,_SALICIFOLIA
头孢氨苄,_CEPHALEXIN_CEFALEXIN
促皮质素,_CORTICOTROPHIN
针垫子花,_LEUCOSPERMUM_NUTANS
四轮马车,_CARRIAGE
工程物资,_ENGINEER_MATERIAL
地尔硫,_DILTIAZEM
难对付的,_DIFFICULT
盈余公积,_SURPLUS_RESERVES
乙胺丁醇,_ETHAMBUTOL
递延资产,_DEFERRED_CHARGES
氟尿嘧啶,_FLUOROURACIL
氢氯噻嗪,_HYDROCHLOROTHIAZIDE
集合性的,_COLLECTIVE
洛美沙星,_LOMEFLOXACIN
新斯的明,_NEOSTIGMINE
砰地放下,_SLAM
制霉菌素,_NYSTATIN
澳洲蒲葵,_AUSTRALIS
丙戊酸钠,_SODIUM_VALPROATE
经营租赁,_OPERATING_LEASE
阿尔及尔,_ALGIERS
小果南烛,_ELLIPTICA
横向销售,_CROSSWISE_SALE
平仓盈亏,_OFFSET_GAIN_AND_LOSS
霍梅尼港,_BANDAR_KHOMEINI
实体理论,_ENTITY_THEORY
分次清算,_INSTALLMENT_LIQUIDATION
加尔各答,_CALCUTTA
卡塔赫纳,_CARTAGENA
流转会计,_ACCOUNG_FOR_CIRCULATIN_TAX
科纳克里,_CONAKRY
物价指数,_PRICE_INDEX
现行成本,_CRURENT_COST
组成部分,_COMPONENT
法兰克福,_FRANKFURT
账面汇率,_RECORDED_RATE
富纳富提,_FUNAFUTI
成本记录,_COST_ENTRY_COST_RECORDER_COST
社会成本,_SOCIETY_COST
存置成本,_HOLDING_COST_OR_CARRYING_COST
柔佛巴鲁,_JOHORE_BAHRU
计划成本,_PLANNED_COST
杂种睡莲,_MARLIACEA
责任成本,_RESPONSIBILITY_COST
多花紫树,_SYLVATICA
大瘤瓣兰,_GRANDE
增量成本,_INCREMANTAL_COST
成本计划,_COST_PLAN
成本分析,_COST_ANALYSIS
车间成本,_WORKSHOP_COST
政治风险,_POLITICAL_RISK
曼萨尼约,_MANZANILLO
马但萨斯,_MATANZAS
带叶兜兰,_PAPHIOPEDILUM_HIRSUTISSIMUM
店头市场,_OVERTHE_COUNTERMARKET
蒙特利尔,_MONTREAL
楸叶泡桐,_CATALPIFOLIA
财务决策,_FINANCIAL_DECISION
马斯喀特,_MUSCAT
贴现市场,_DIXCOUNT_MARKET
证券市场,_SECURITIES_MARKET
粉花蓍草,_ROSEA
舟形乌头,_NAPELLUS
微观会计,_MICROACCOUNTING
猴面包树,_ADANSONIA_DIGITATA
会计研究,_ACCOUNTING_RESEARCH
芒毛苣苔,_AESCHYNANTHUS_RADICANS
会计机构,_ACCOUNTING_DEPARTMENT
会计报表,_ACCOUNTING_STATEMENTS
拉希德港,_PORT_RASHID
离开起程,_DEPART
分发分送,_DISTRIBUTE
碘解磷定,_PRALIDOXIME_IODIDE
梦想做梦,_DREAM
毒药毒害,_PISON
咳嗽咳嗽,_COUGH
本子填塞,_PAD
凶暴的人,_DRAGON
烤面包烘,_TOAST
碎片补缀,_PATCH
转移转换,_SHIFT
处理款待,_TREAT
冷淡的冷,_COLD
恐怖惧怕,_DREAD
开放的开,_OPEN
哆嗦冷颤,_SHIVER
汽化煮沸,_BIL
评价估计,_ESTIMATE
一段时间,_SESSION
准许进入,_ADMIT
迫使屈服,_COMPEL
祸害坏的,_EVIL
遗憾同情,_PITY
延长部分,_EXTENSION
方向方位,_DIRECTION
急切盼望,_BE_ANXIOUS_FOR
器械装置,_DEVICE
削弱变弱,_WEAKEN
成员变量,_DATA_MEMBER
与成朋友,_TAKE_UP_WITH
为而担心,_BE_WORRIED_ABOUT
为准备好,_BE_READY_FOR
机器代码,_MACHINE_CODE
呼吸呼吸,_BREATHE
梳子梳理,_COMB
质量保障,_QUALITY_ASSURANCE
保卫防守,_DEFEND
魔鬼恶魔,_DEVIL
小排骨肉,_SPARERIBOFPORK
淹死溺死,_DROWN
住处寓所,_DWELLING
绿皮南瓜,_COURGETTES
爱上某人,_FALL_IN_LOVE
泰国香米,_THAIFRAGRANTRICE
借债负债,_GET_INTO_DEBT
胜过打赢,_GET_THE_BEST_OF
刺天竺葵,_PELARGONIUM_ECHINATUM
玩得高兴,_HAVE_A_BALL
点烫发机,_ELECTRIC_HAIR_CURLER
中性皮肤,_NORMAL
软叶刺葵,_ROEBELENII
政府管制,_GOVERNMENT_REGULATION
温和的　,_GENTLE
收获战略,_HARVESTING_STRATEGY
假日旅馆,_HOLIDAY_INNS
鞭叶耳蕨,_POLYSTICHUM_CRASPEDOSORUM
产业评估,_INDUSTRY_EVALUATION
信息技术,_INFORMATION_TECHNOLOGY
内部营销,_INTERNAL_MARKETING
重瓣樱花,_SERRULATA
酬金水平,_LEVEL_OF_COMPENSATION
后勤联盟,_LOGISTICAL_ALLIANCES
宏观环境,_MACROENVIRONMENT
圆叶茑萝,_COCCINEA
亚美尼亚,_ARMENIA
红萼毛茛,_RUBROCALYX
巴巴多斯,_BARBADOS
哥伦比亚,_COLOMBIA
白花杜鹃,_RHODODENDRON_MUCRONATUM
营销关系,_MARKETING_RELATIONSHIP
紫万年青,_RHOEO_DISCOLOR
冰川茶藨,_RIBES_GLACIALE
粉团蔷薇,_CATHAYENSIS
威胁矩阵,_THREAT_MATRIX
组织直销,_ORGANIZATIONAL_DIRECT_SELLING
巴勒斯坦,_PALESTINE
渗透定价,_PENETRATION_PRICING
波多黎各,_PUERTO_RICO
灯笼百合,_SANDERSONIA_AURANTIACA
圣卢西亚,_SAINT_LUCIA
物理变量,_PHYSICAL_DESCRIPTORS
白斑藤芋,_VARIEGATA
高山黄苓,_SCUTELLARIA_ALPINA
浙江大学,_ZHEJIANG_UNIVERSITY
界定问题,_PROBLEM_FORMULATION
产品决策,_PRODUCT_DECISIONS
东北大学,_NORTHEAST_UNIVERSITY
湖南大学,_HUNAN_UNIVERSITY
产品范围,_PRODUCT_SCOPE
裂瓣雪轮,_LACINIATA
西北大学,_NORTHWEST_UNIVERSITY
东华大学,_DONG_HUA_UNIVERSITY
河南大学,_HENAN_UNIVERSITY
铺地花楸,_REDUCTA
河北大学,_HEBEI_UNIVERSITY
反应策略,_RESPONSE_STRATEGIES
华侨大学,_HUAQIAO_UNIVERSITY
暴马丁香,_RETICULATA_MANDSHURICA
销售计划,_SALES_PLANNING
样本大小,_SAMPLE_SIZE
五蕊柽柳,_RAMOSISSIMA
中北大学,_NORTH_UNIVERSITY_OF_CHINA
销售团队,_SELLING_GROUPS
温州大学,_WENZHOU_UNIVERSITY
服务能力,_SERVICEABILITY
三色铁兰,_TRICOLOR
安置津贴,_SLOTTING_ALLOWANCE
战略联盟,_STRATEGIC_ALLIANCES
青海大学,_QINGHAI_UNIVERSITY
西华大学,_XIHUA_UNIVERSITY
强的松龙,_PREDNISOLONE
替代产品,_SURROGATE_PRODUCTS
吉首大学,_JISHOU_UNIVERSITY
亚洲苦草,_ASIATICA
假万带兰,_VANDOPSIS_GIGANTEA
有教养的,_POLITE
地区限制,_TERRITORIAL_RESTRICTIONS
美国的县,_COUNTY
欧洲荚蒾,_VIBURNUM_OPULUS
突然事件,_EMERGENCY
时间效用,_TIME_UTILITY
江汉大学,_JIANGHAN_UNIVERSITY
头孢三嗪,_CEFTRIAXONE
联合利华,_UNILEVER
普鲁本辛,_PROPANTHELINE_PROBANTHINE
嘉应学院,_JIAYING_COLLEGE
全体职员,_PERSONNEL
鸡的统称,_BROOD
化学物理,_PHYSICAL_CHEMISTRY_INCLUDING
昌吉学院,_CHANGJI_COLLEGE
充分利用,_MAKE_THE_MOST_OF
议付兑现,_AVAILABLE_BY_NEGOTIATION
人事部门,_PERSONNEL
承兑提示,_PRESENTATION_FOR_ACCEPTANCE
鹅的统称,_GAGGLE
海上风险,_PERILS_OF_THE_SEA
局部包装,_PART_PACKED
牛的统称,_HERD
包装单据,_PACKING_DOCUMENTS
阿莫西林,_AMOXYCILLIN
外交学院,_CHINA_FOREIGN_AFFAIRS
海运提单,_OCEAN_BILL_OF_LADING_OCEAN_BL
净载重量,_NET_DEAD_WEIGHT
运输方式,_MODE_OF_SHIPMENT
起码提单,_MINIMUM_BILL_OF_LADINGMINIMUM
标定容量,_MARKER_CAPACITY
受载时间,_LAY_DAYS_DATE
起货条件,_LANDED_TERMS
保险价值,_INSURANCE_VALUE
寻找寻求,_IN_SEARCH_OF
实话实说,_SPEAK_THE_PLAIN_TRUTH
心腹朋友,_CONFIDENT
保险凭证,_INSURANCE_CERTIFICATE
最后终于,_IN_THE_END
无中生有,_MAKE_CREATE_SOMETHING_OUT_OF
货物检验,_INSPECTION_OF_GOODS
立即装运,_IMMEDIATE_SHIPMENT
注册总吨,_GROSS_REGISTERED_TONNAGEGRT
忍住性子,_KEEP_ONE_TEMPER
完全付清,_FULL_PAYOUT
笑着谈论,_LAUGH_OVER
运费到付,_FREIGHT_TO_COLLECT
着手处理,_TAKE_UP_ON
不可抗力,_FORCE_MAJEURE
站在一边,_STAND_BY
班轮条件,_FOB_LINER_TERM_FOB
血液病学,_INTERNAL_MEDICINE_INCLUDING
伪造提单,_FALSE_BILL_OF_LADING_FALSE_BL
设备租赁,_EQUIPMENT_LEASE
经营范围,_CORPORATE_SCOPE
完税价格,_DUTY_PAID_VALUE
健康情况,_INQUIRE_AFTER
延续下去,_SET_IN
把错认为,_MISTAKE_FOR
分发发出,_GIVE_OUT
